seed,scenario,mode,pbs,false_brake_frames,ghost_track_persistence_s,peak_jerk,min_accel,travel_time_s,avg_speed,speed_efficiency_ratio,reached_goal,min_ttc_virtual,cfg_total_time_s,cfg_x_goal,cfg_ghost_world_x,cfg_visible_back_margin,cfg_visible_front_margin,cfg_reflection_strength,cfg_noise_scale,cfg_init_speed,cfg_slope,evr,barrier_collision,crossed_door,stop_time_ratio,min_stop_margin_m,unknown_at_ref,risk_at_ref,final_progress_m,cfg_x_goal_margin_after_door,cfg_cell_size_m,cfg_door_col,cfg_door_half_height_cells,cfg_transparency,cfg_depth_void_span_m
22,A1,mitigation,0.21226166753837336,0,0.0,7.660324970655044,-2.6811137397292635,7.300000000000001,8.1635511236849,1.0204438904606126,1,0.042443289425936816,14.099040746296229,59.99295379375083,37.2398172256579,7.91915012560552,33.51204453692736,0.9767956609088524,1.4238328593734613,9.092403308092612,-0.04485612325247407,,,,,,,,,,,,,,
22,A2,mitigation,,,,70.88235294117646,,19.900000000000002,1.2525800282906496,,0,,20.054398354488473,,,,,,0.9340128295188521,4.391050198209932,-0.009492133231248093,0.06820956939008997,0,0,0.735,1.2760284710252563,0.837933593781836,1.0,24.78093305978055,8.92985810541067,0.6870197813102317,38.0,3.0,0.8056865904193178,5.515915542655544
23,A1,camera_only,1.5951109900392273,0,14.700000000000001,9.848768489394644,-1.5951109900392273,15.081799241972092,2.489743624736897,0.31121795309211214,0,0.7805844801071515,15.081799241972092,64.4145822087823,37.80101914044691,4.682248300787976,35.840146256015046,0.9418988475509418,0.8715122642743454,7.54504659271434,0.02165846359235828,,,,,,,,,,,,,,
23,A2,camera_only,,,,3.2611722199327176,,6.0,4.811966511452221,,0,,19.588848188681013,,,,,,1.0062352876597258,3.1672302598718054,0.004835738320004141,1.0,1,1,0.0,0.0,0.0,0.0,29.26259091818645,8.160887722562846,0.7288806926604667,40.0,2.0,0.8382132031370051,8.417948460361089
23,A1,multimodal_permissive,1.528696951769459,0,14.600000000000001,8.897303558876173,-1.528696951769459,15.081799241972092,2.491086179686723,0.31138577246084037,0,0.577646632386859,15.081799241972092,64.4145822087823,37.80101914044691,4.682248300787976,35.840146256015046,0.9418988475509418,0.8715122642743454,7.54504659271434,0.02165846359235828,,,,,,,,,,,,,,
23,A2,multimodal_permissive,,,,3.2611722199327176,,6.0,4.811966511452221,,0,,19.588848188681013,,,,,,1.0062352876597258,3.1672302598718054,0.004835738320004141,0.9522498064152927,1,1,0.0,0.0,7.70842326880414e-36,0.0,29.26259091818645,8.160887722562846,0.7288806926604667,40.0,2.0,0.8382132031370051,8.417948460361089
23,A1,mitigation,2.387530472158965,0,0.0,32.28571428571428,-0.8410409564124626,8.3,7.8185843654937885,0.9773230456867236,1,0.04226642341724579,15.081799241972092,64.4145822087823,37.80101914044691,4.682248300787976,35.840146256015046,0.9418988475509418,0.8715122642743454,7.54504659271434,0.02165846359235828,,,,,,,,,,,,,,
23,A2,mitigation,,,,10.907748052198638,,19.400000000000002,1.4165452648890162,,0,,19.588848188681013,,,,,,1.0062352876597258,3.1672302598718054,0.004835738320004141,0.06165383724139817,0,0,0.6512820512820513,1.3911247081746652,0.8674066970810242,1.0,27.756879913451716,8.160887722562846,0.7288806926604667,40.0,2.0,0.8382132031370051,8.417948460361089
24,A1,camera_only,1.5941573817575414,0,12.700000000000001,10.301841756828775,-1.5941573817575414,13.990806510007946,3.1371590954719633,0.3921448869339954,0,0.7931125918734949,13.990806510007946,62.05177315639144,44.04632947058069,7.038398603620888,34.77055008916301,0.8681187007321844,1.44299905155463,7.216076152477433,0.024247527068656263,,,,,,,,,,,,,,
24,A2,camera_only,,,,3.3459724419354897,,6.2,5.168449260793142,,0,,21.512019954391118,,,,,,1.4324989734745903,3.8061458757859703,-0.05506485220836787,1.0,1,1,0.0,0.0,0.0,0.0,32.487492918681205,9.348640280108661,0.7373895850061097,44.0,4.0,0.7280467754390714,6.661997059856493
24,A1,multimodal_permissive,1.5277627990880407,0,12.600000000000001,9.27719663179555,-1.5277627990880407,13.990806510007946,3.1387529348001495,0.3923441168500187,0,0.570327486702169,13.990806510007946,62.05177315639144,44.04632947058069,7.038398603620888,34.77055008916301,0.8681187007321844,1.44299905155463,7.216076152477433,0.024247527068656263,,,,,,,,,,,,,,
24,A2,multimodal_permissive,,,,3.3459724419354897,,6.2,5.168449260793142,,0,,21.512019954391118,,,,,,1.4324989734745903,3.8061458757859703,-0.05506485220836787,0.9311985923869024,1,1,0.0,0.0,8.032802757543088e-32,0.0,32.487492918681205,9.348640280108661,0.7373895850061097,44.0,4.0,0.7280467754390714,6.661997059856493
24,A1,mitigation,0.8664396691149459,0,0.0,15.844604065593693,-0.8664396691149459,7.9,7.8794358730559635,0.9849294841319954,1,0.03144874609716296,13.990806510007946,62.05177315639144,44.04632947058069,7.038398603620888,34.77055008916301,0.8681187007321844,1.44299905155463,7.216076152477433,0.024247527068656263,,,,,,,,,,,,,,
24,A2,mitigation,,,,73.59813799835909,,21.400000000000002,1.468923025647868,,0,,21.512019954391118,,,,,,1.4324989734745903,3.8061458757859703,-0.05506485220836787,0.19743291958496526,0,0,0.7023255813953488,1.7588530711736432,0.6529568684688607,0.2847245234699278,30.580682289193817,9.348640280108661,0.7373895850061097,44.0,4.0,0.7280467754390714,6.661997059856493
25,A1,camera_only,1.6202048130536282,0,11.0,26.037435440008004,-2.392293084711147,13.482163699696024,3.9279125210758616,0.4909890651344827,0,0.08681845773832346,13.482163699696024,58.00312035171004,39.03237850247944,6.208175781940992,28.024314496171627,0.7702015488955762,1.542232852072826,8.967335704566013,-0.0378718872628838,,,,,,,,,,,,,,
25,A2,camera_only,,,,2.8836125667558177,,6.1000000000000005,4.841516229355736,,0,,18.24174223365574,,,,,,0.8747113777350614,3.625185671046536,0.011623339311783661,1.0,1,1,0.0,0.0,0.0,0.0,29.951624685831057,9.567306207578692,0.808357352671192,37.0,3.0,0.924283882044146,8.949504237060127
25,A1,multimodal_permissive,1.5521921857429808,0,10.100000000000001,26.11061011002337,-2.392293084711147,13.200000000000001,4.410979999630303,0.5513724999537879,1,0.034233767104981244,13.482163699696024,58.00312035171004,39.03237850247944,6.208175781940992,28.024314496171627,0.7702015488955762,1.542232852072826,8.967335704566013,-0.0378718872628838,,,,,,,,,,,,,,
